"","Top 10 Gross","%± LW...2","Overall Gross","%± LW...4","Releases","#1 Release","Genre","Budget","Running Time","Week","Long Weekend","Year"
"745","$170,608,751","+1.7%","$184,385,596","+1%",116,"Moana","-","-","-",48,"true",2016
"746","$202,563,369","+1.6%","$217,250,328","+0.7%",55,"Moana","-","-","-",48,"true",2016
"747","$243,739,138","+2.4%","$260,702,622","+1.5%",56,"Moana","-","-","-",48,"true",2016
"748","$146,558,755","+0.5%","$157,984,223","-0.3%",121,"Fantastic Beasts and Where to Find Them","-","-","-",47,"false",2016
"749","$145,898,093","-19.2%","$158,440,850","-17.3%",122,"Doctor Strange","-","-","-",46,"false",2016
"750","$180,664,140","+143.5%","$191,568,495","+115.7%",123,"Doctor Strange","-","-","-",45,"false",2016
"751","$74,204,699","-32%","$88,827,696","-28.9%",123,"Boo! A Madea Halloween","-","-","-",44,"false",2016
"752","$109,125,994","+28.4%","$125,010,284","+26.3%",132,"Boo! A Madea Halloween","-","-","-",43,"false",2016
"753","$84,988,876","-8.7%","$98,992,813","-5.1%",127,"The Accountant","-","-","-",42,"false",2016
"754","$106,770,187","-12.7%","$117,973,713","-11.4%",68,"The Girl on the Train","-","-","-",41,"true",2016
"755","$93,110,131","-8.9%","$104,318,304","-9.2%",126,"The Girl on the Train","-","-","-",41,"false",2016
"756","$102,190,772","+10.1%","$114,916,308","+10.4%",136,"Miss Peregrine's Home for Peculiar Children","-","-","-",40,"false",2016
"757","$92,840,344","+30.6%","$104,137,992","+15.7%",134,"The Magnificent Seven","-","-","-",39,"false",2016
"758","$71,090,385","-11.5%","$90,021,653","-10.7%",126,"Sully","-","-","-",38,"false",2016
"759","$80,346,710","+20.1%","$100,847,907","+0.7%",121,"Sully","-","-","-",37,"false",2016
"760","$66,887,892","-26.7%","$100,107,664","-14.7%",106,"Don't Breathe","-","-","-",36,"false",2016
"761","$85,743,900","+9.8%","$128,361,944","+9.8%",98,"Don't Breathe","-","-","-",36,"true",2016
"762","$91,226,565","-18.8%","$117,321,334","-11.2%",107,"Don't Breathe","-","-","-",35,"false",2016
"763","$112,417,199","-26.9%","$132,091,889","-23.3%",111,"Suicide Squad","-","-","-",34,"false",2016
"764","$153,823,583","-29.4%","$172,300,640","-24.7%",113,"Suicide Squad","-","-","-",33,"false",2016
"765","$217,747,182","+24.5%","$228,766,438","+20.4%",100,"Suicide Squad","-","-","-",32,"false",2016
"766","$174,855,310","-2%","$190,037,811","-3.1%",103,"Jason Bourne","-","-","-",31,"false",2016
"767","$178,420,955","+17.8%","$196,083,640","+20.2%",103,"Star Trek Beyond","-","-","-",30,"false",2016
"768","$151,409,743","-26.5%","$163,103,247","-25%",110,"The Secret Life of Pets","-","-","-",29,"false",2016
"769","$205,989,677","+14.7%","$217,491,665","+14.1%",100,"The Secret Life of Pets","-","-","-",28,"false",2016
"770","$179,579,258","+1.4%","$190,593,683","+1%",93,"Finding Dory","-","-","-",27,"false",2016
"771","$218,013,006","-2%","$230,971,432","-4.4%",85,"Finding Dory","-","-","-",27,"true",2016
"772","$177,111,633","-20.6%","$188,682,746","-19.1%",105,"Finding Dory","-","-","-",26,"false",2016
"773","$223,184,760","+59.9%","$233,178,561","+52.6%",99,"Finding Dory","-","-","-",25,"false",2016
"774","$139,567,249","+12.8%","$152,792,949","+13.2%",107,"The Conjuring 2","-","-","-",24,"false",2016
"775","$123,684,021","-21.4%","$134,999,656","-17.8%",102,"Teenage Mutant Ninja Turtles: Out of the Shadows","-","-","-",23,"false",2016
"776","$196,994,624","+7.7%","$205,474,478","+5.5%",88,"X-Men: Apocalypse","-","-","-",22,"true",2016
"777","$157,294,653","+22.6%","$164,133,840","+19.7%",109,"X-Men: Apocalypse","-","-","-",22,"false",2016
"778","$128,324,753","+4.3%","$137,158,400","+4.8%",125,"The Angry Birds Movie","-","-","-",21,"false",2016
"779","$123,025,320","-47.1%","$130,908,594","-45.3%",119,"Captain America: Civil War","-","-","-",20,"false",2016
"780","$232,395,976","+139.7%","$239,468,632","+120.5%",114,"Captain America: Civil War","-","-","-",19,"false",2016
"781","$96,937,478","-17.6%","$108,604,032","-15.4%",114,"The Jungle Book","-","-","-",18,"false",2016
"782","$117,626,464","-28.7%","$128,304,144","-27.4%",115,"The Jungle Book","-","-","-",17,"false",2016
"783","$165,029,225","+81.1%","$176,691,491","+67.9%",118,"The Jungle Book","-","-","-",16,"false",2016
"784","$91,145,188","-23.1%","$105,246,691","-19.6%",119,"The Boss","-","-","-",15,"false",2016
"785","$118,559,272","-51.3%","$130,889,005","-48.1%",114,"Batman v Superman: Dawn of Justice","-","-","-",14,"false",2016
"786","$243,491,430","+110.3%","$252,300,615","+92.1%",104,"Batman v Superman: Dawn of Justice","-","-","-",13,"false",2016
"787","$270,066,590","+12.1%","$278,486,400","+12.7%",54,"Batman v Superman: Dawn of Justice","-","-","-",13,"true",2016
"788","$115,774,645","-2%","$131,307,311","-3%",121,"Zootopia","-","-","-",12,"false",2016
"789","$118,186,835","-17.1%","$135,301,106","-16.2%",111,"Zootopia","-","-","-",11,"false",2016
"790","$142,568,989","+56.2%","$161,499,059","+43.7%",99,"Zootopia","-","-","-",10,"false",2016
"791","$91,278,176","-24.6%","$112,386,016","-20.8%",91,"Deadpool","-","-","-",9,"false",2016
"792","$121,119,706","-43.9%","$141,851,056","-40.7%",106,"Deadpool","-","-","-",8,"false",2016
"793","$215,810,637","+186.2%","$239,154,233","+150.4%",103,"Deadpool","-","-","-",7,"false",2016
"794","$250,977,099","+11%","$278,484,327","+12.7%",87,"Deadpool","-","-","-",7,"true",2016
"795","$75,395,999","-36.3%","$95,508,876","-31.4%",100,"Kung Fu Panda 3","-","-","-",6,"false",2016
"796","$118,353,833","+23.6%","$139,252,676","+22.6%",99,"Kung Fu Panda 3","-","-","-",5,"false",2016
"797","$95,736,903","-34.2%","$113,596,503","-31.6%",87,"The Revenant","-","-","-",4,"false",2016
"798","$175,297,289","-20.6%","$200,759,295","-20%",57,"Ride Along 2","-","-","-",3,"true",2016
"799","$145,502,232","+1.8%","$166,004,623","+4.2%",86,"Ride Along 2","-","-","-",3,"false",2016
"800","$142,912,699","-28%","$159,323,600","-27.4%",91,"Star Wars: Episode VII - The Force Awakens","-","-","-",2,"false",2016
"801","$198,537,624","-27.3%","$219,510,014","-26%",82,"Star Wars: Episode VII - The Force Awakens","-","-","-",1,"false",2016
"802","$226,045,913","+2.6%","$253,441,683","+2.7%",67,"Star Wars: Episode VIII - The Last Jedi","-","-","-",52,"true",2017
"803","$173,344,651","+5.5%","$194,096,602","+8.9%",74,"Star Wars: Episode VIII - The Last Jedi","-","-","-",52,"false",2017
"804","$236,559,567","-5.6%","$259,567,981","-5.5%",62,"Star Wars: Episode VIII - The Last Jedi","-","-","-",51,"true",2017
"805","$164,303,262","-38.5%","$178,168,406","-35.9%",72,"Star Wars: Episode VIII - The Last Jedi","-","-","-",51,"false",2017
"806","$267,186,366","+278.2%","$278,067,957","+227.6%",86,"Star Wars: Episode VIII - The Last Jedi","-","-","-",50,"false",2017
"807","$70,644,026","-27%","$84,873,861","-19.4%",108,"Coco","-","-","-",49,"false",2017
"808","$96,708,952","+15.5%","$105,285,917","+9.9%",121,"Coco","-","-","-",48,"true",2017
"809","$178,495,539","+4.6%","$188,835,224","+2.4%",99,"Coco","-","-","-",47,"true",2017
"810","$212,423,997","+4.9%","$222,844,449","+2.6%",60,"Coco","-","-","-",47,"true",2017
"811","$255,508,291","+4.8%","$267,474,764","+2.6%",61,"Coco","-","-","-",47,"true",2017
"812","$192,816,366","+39.9%","$199,223,159","+31.4%",111,"Justice League","-","-","-",46,"false",2017
"813","$137,873,693","-16.3%","$151,562,937","-15.9%",124,"Thor: Ragnarok","-","-","-",45,"false",2017
"814","$164,643,982","+184.4%","$180,275,276","+134.6%",126,"Thor: Ragnarok","-","-","-",44,"false",2017
"815","$57,899,380","-24.2%","$76,856,088","-19.9%",128,"Jigsaw","-","-","-",43,"false",2017
"816","$76,408,192","-13.9%","$95,980,741","-4.5%",137,"Boo 2! A Madea Halloween","-","-","-",42,"false",2017
"817","$88,765,700","-8.5%","$100,461,379","-4.8%",135,"Happy Death Day","-","-","-",41,"false",2017
"818","$112,153,933","+5%","$121,081,241","+2.6%",67,"Blade Runner 2049","-","-","-",40,"true",2017
"819","$97,001,069","+20.9%","$105,557,205","+16.2%",132,"Blade Runner 2049","-","-","-",40,"false",2017
"820","$80,260,428","-26%","$90,846,336","-23%",131,"Kingsman: The Golden Circle","-","-","-",39,"false",2017
"821","$108,472,634","+6.8%","$117,918,784","+5.1%",131,"Kingsman: The Golden Circle","-","-","-",38,"false",2017
"822","$101,574,131","-33.6%","$112,222,203","-31.6%",143,"It","-","-","-",37,"false",2017
"823","$153,028,668","+213.2%","$164,044,803","+111.3%",135,"It","-","-","-",36,"false",2017
"824","$48,865,218","+6%","$77,634,434","+12%",125,"The Hitman's Bodyguard","-","-","-",35,"false",2017
"825","$61,708,167","-28%","$97,866,622","-23.8%",121,"The Hitman's Bodyguard","-","-","-",35,"true",2017
"826","$46,116,140","-39.1%","$69,312,122","-28.2%",130,"The Hitman's Bodyguard","-","-","-",34,"false",2017
"827","$75,677,045","-20.5%","$96,486,715","-17.5%",124,"The Hitman's Bodyguard","-","-","-",33,"false",2017
"828","$95,249,031","-9.7%","$116,913,742","-4.8%",123,"Annabelle: Creation","-","-","-",32,"false",2017
"829","$105,440,174","-21.4%","$122,787,940","-15%",106,"The Dark Tower","-","-","-",31,"false",2017
"830","$134,073,732","-22.5%","$144,397,313","-20.1%",122,"Dunkirk","-","-","-",30,"false",2017
"831","$172,931,486","+10.8%","$180,801,251","+10.7%",114,"Dunkirk","-","-","-",29,"false",2017
"832","$156,068,438","-21.3%","$163,324,876","-20.9%",109,"War for the Planet of the Apes","-","-","-",28,"false",2017
"833","$198,323,345","+26.2%","$206,488,903","+21.5%",109,"Spider-Man: Homecoming","-","-","-",27,"false",2017
"834","$157,207,541","+20.9%","$169,890,949","+20.6%",110,"Despicable Me 3","-","-","-",26,"false",2017
"835","$221,241,108","+1.5%","$239,317,563","+3.6%",77,"Despicable Me 3","-","-","-",26,"true",2017
"836","$130,023,273","-27.3%","$140,826,843","-26.1%",109,"Transformers: The Last Knight","-","-","-",25,"false",2017
"837","$178,932,468","+30.3%","$190,580,340","+32.2%",115,"Cars 3","-","-","-",24,"false",2017
"838","$137,307,539","-23.3%","$144,176,376","-22.4%",108,"Wonder Woman","-","-","-",23,"false",2017
"839","$179,022,383","+33.6%","$185,842,459","+30.6%",110,"Wonder Woman","-","-","-",22,"false",2017
"840","$133,992,099","+16.2%","$142,341,187","+14.4%",103,"Pirates of the Caribbean: Dead Men Tell No Tales","-","-","-",21,"false",2017
"841","$169,805,597","-13.8%","$180,517,134","-12.1%",88,"Pirates of the Caribbean: Dead Men Tell No Tales","-","-","-",21,"true",2017
"842","$115,331,687","-7.4%","$124,441,368","-8.5%",111,"Alien: Covenant","-","-","-",20,"false",2017
"843","$124,517,741","-32.5%","$136,001,326","-30.3%",114,"Guardians of the Galaxy Vol. 2","-","-","-",19,"false",2017
"844","$184,356,127","+128.2%","$195,098,085","+95.5%",109,"Guardians of the Galaxy Vol. 2","-","-","-",18,"false",2017
"845","$80,793,191","-11.1%","$99,778,230","-7.3%",112,"The Fate of the Furious","-","-","-",17,"false",2017
"846","$90,926,040","-41.7%","$107,650,168","-36.2%",110,"The Fate of the Furious","-","-","-",16,"false",2017
"847","$155,863,273","+46.6%","$168,607,242","+40.4%",104,"The Fate of the Furious","-","-","-",15,"false",2017
"848","$173,236,946","-35.9%","$186,508,700","-33%",50,"The Fate of the Furious","-","-","-",15,"true",2017
"849","$106,287,914","-34.2%","$120,077,853","-29.2%",103,"The Boss Baby","-","-","-",14,"false",2017
"850","$161,650,523","-16.1%","$169,546,152","-16.1%",100,"The Boss Baby","-","-","-",13,"false",2017
"851","$192,647,503","-23.6%","$202,066,084","-22.5%",100,"Beauty and the Beast","-","-","-",12,"false",2017
"852","$252,225,276","+68.9%","$260,823,456","+59%",103,"Beauty and the Beast","-","-","-",11,"false",2017
"853","$149,362,845","-11.1%","$163,997,836","-13.5%",107,"Kong: Skull Island","-","-","-",10,"false",2017
"854","$168,014,995","+61.8%","$189,697,727","+52.8%",100,"Logan","-","-","-",9,"false",2017
"855","$103,860,378","-19.4%","$124,126,169","-17.6%",87,"Get Out","-","-","-",8,"false",2017
"856","$155,796,460","-37.9%","$181,705,870","-34.8%",68,"The Lego Batman Movie","-","-","-",7,"true",2017
"857","$128,860,229","-24.7%","$150,631,026","-20.1%",80,"The Lego Batman Movie","-","-","-",7,"false",2017
"858","$171,094,497","+126.1%","$188,591,354","+90%",87,"The Lego Batman Movie","-","-","-",6,"false",2017
"859","$75,662,315","-32.2%","$99,239,960","-30.1%",97,"Split","-","-","-",5,"false",2017
"860","$111,650,133","-7.1%","$141,980,332","-2.1%",85,"Split","-","-","-",4,"false",2017
"861","$120,214,041","+1%","$145,007,859","-2.9%",89,"Split","-","-","-",3,"false",2017
"862","$119,057,524","-1.2%","$149,365,311","+8.7%",80,"Hidden Figures","-","-","-",2,"false",2017
"863","$147,714,852","-15.7%","$185,210,740","-7.7%",66,"Hidden Figures","-","-","-",2,"true",2017
"864","$120,491,633","-27.6%","$137,405,045","-26.4%",88,"Hidden Figures","-","-","-",1,"false",2017
"865","$254,547,234","+12.6%","$288,846,349","+14%",53,"Aquaman","-","-","-",52,"true",2018
"866","$165,718,403","+1.5%","$188,210,389","+5.5%",78,"Aquaman","-","-","-",52,"false",2018
"867","$260,363,074","+10.1%","$291,020,519","+12.1%",60,"Aquaman","-","-","-",51,"true",2018
"868","$163,297,800","+60.7%","$178,360,577","+48.1%",76,"Aquaman","-","-","-",51,"false",2018
"869","$101,640,559","+37.6%","$120,463,418","+40.4%",100,"Spider-Man: Into the Spider-Verse","-","-","-",50,"false",2018
"870","$73,877,715","-30.4%","$85,822,147","-28.3%",100,"Ralph Breaks the Internet","-","-","-",49,"false",2018
"871","$106,190,738","+9.8%","$119,701,329","+13.7%",104,"Ralph Breaks the Internet","-","-","-",48,"true",2018
"872","$203,836,618","+14.2%","$216,475,781","+14.6%",99,"Ralph Breaks the Internet","-","-","-",47,"true",2018
"873","$243,903,928","+14.8%","$257,931,535","+15.7%",64,"Ralph Breaks the Internet","-","-","-",47,"true",2018
"874","$298,630,062","+16.9%","$314,861,631","+17.7%",64,"Ralph Breaks the Internet","-","-","-",47,"true",2018
"875","$161,437,498","+5.8%","$174,705,199","+3.8%",107,"Fantastic Beasts: The Crimes of Grindelwald","-","-","-",46,"false",2018
"876","$152,580,543","+17.9%","$168,344,121","+15.4%",113,"The Grinch","-","-","-",45,"false",2018
"877","$129,384,786","+42.2%","$145,822,119","+38%",119,"Bohemian Rhapsody","-","-","-",44,"false",2018
"878","$90,992,092","-41.7%","$105,667,363","-36.4%",119,"Halloween","-","-","-",43,"false",2018
"879","$155,990,869","+23.7%","$166,083,062","+21.5%",111,"Halloween","-","-","-",42,"false",2018
"880","$126,136,778","-25.4%","$136,738,283","-23.6%",126,"Venom","-","-","-",41,"false",2018
"881","$193,103,101","+72.2%","$203,404,722","+68%",73,"Venom","-","-","-",40,"true",2018
"882","$168,979,851","+83.4%","$178,863,365","+68%",122,"Venom","-","-","-",40,"false",2018
"883","$92,141,186","+17.7%","$106,442,479","+15.3%",130,"Night School","-","-","-",39,"false",2018
"884","$78,315,568","-16.7%","$92,316,508","-15.4%",124,"The House with a Clock in Its Walls","-","-","-",38,"false",2018
"885","$94,001,600","-11.6%","$109,133,476","-9.9%",130,"The Predator","-","-","-",37,"false",2018
"886","$106,333,196","+44.1%","$121,114,594","+21.9%",112,"The Nun","-","-","-",36,"false",2018
"887","$96,296,736","+56.1%","$129,333,336","+32.2%",95,"Crazy Rich Asians","-","-","-",35,"true",2018
"888","$73,798,836","-12.7%","$99,366,551","-4.1%",108,"Crazy Rich Asians","-","-","-",35,"false",2018
"889","$84,558,009","-23.6%","$103,657,410","-19.9%",113,"Crazy Rich Asians","-","-","-",34,"false",2018
"890","$110,718,157","-12.8%","$129,469,267","-12.1%",114,"Crazy Rich Asians","-","-","-",33,"false",2018
"891","$126,978,553","+6%","$147,302,462","+5.4%",100,"The Meg","-","-","-",32,"false",2018
"892","$119,739,621","-16.5%","$139,748,359","-10.8%",108,"Mission: Impossible - Fallout","-","-","-",31,"false",2018
"893","$143,331,278","-8.9%","$156,588,266","-9.3%",111,"Mission: Impossible - Fallout","-","-","-",30,"false",2018
"894","$157,376,958","+2.2%","$172,609,113","+4%",101,"The Equalizer 2","-","-","-",29,"false",2018
"895","$154,037,869","-12.9%","$166,028,564","-12%",102,"Hotel Transylvania 3: Summer Vacation","-","-","-",28,"false",2018
"896","$176,800,250","+5.7%","$188,609,905","+4.9%",102,"Ant-Man and the Wasp","-","-","-",27,"false",2018
"897","$167,201,140","-37.9%","$179,844,255","-35.2%",108,"Jurassic World: Fallen Kingdom","-","-","-",26,"false",2018
"898","$269,388,336","+4.2%","$277,365,758","+2.3%",103,"Jurassic World: Fallen Kingdom","-","-","-",25,"false",2018
"899","$258,481,930","+135.7%","$271,034,765","+125.3%",104,"Incredibles 2","-","-","-",24,"false",2018
"900","$109,660,193","+13%","$120,294,762","+12.7%",112,"Ocean's Eight","-","-","-",23,"false",2018
"901","$97,051,566","-44.6%","$106,760,099","-41.4%",115,"Solo: A Star Wars Story","-","-","-",22,"false",2018
"902","$175,038,242","-12.7%","$182,046,016","-13.3%",117,"Solo: A Star Wars Story","-","-","-",21,"false",2018
"903","$218,126,709","+28.5%","$226,988,305","+25.7%",108,"Solo: A Star Wars Story","-","-","-",21,"true",2018
"904","$200,438,167","+58.2%","$209,967,303","+50.9%",122,"Deadpool 2","-","-","-",20,"false",2018
"905","$126,696,435","-20.3%","$139,102,219","-18%",122,"Avengers: Infinity War","-","-","-",19,"false",2018
"906","$158,985,116","-47.5%","$169,550,312","-46%",115,"Avengers: Infinity War","-","-","-",18,"false",2018
"907","$303,012,371","+184.2%","$313,937,789","+149.6%",125,"Avengers: Infinity War","-","-","-",17,"false",2018
"908","$106,600,851","-19.1%","$125,778,372","-16.2%",121,"A Quiet Place","-","-","-",16,"false",2018
"909","$131,792,250","-6.4%","$150,160,537","-8.5%",117,"Rampage","-","-","-",15,"false",2018
"910","$140,865,614","+22.2%","$164,133,343","+19.6%",116,"A Quiet Place","-","-","-",14,"false",2018
"911","$130,872,272","-24.5%","$154,921,251","-16.9%",59,"Ready Player One","-","-","-",13,"true",2018
"912","$115,250,516","+6.1%","$137,246,461","+5.2%",112,"Ready Player One","-","-","-",13,"false",2018
"913","$108,669,222","-8.5%","$130,423,221","-1.8%",114,"Pacific Rim: Uprising","-","-","-",12,"false",2018
"914","$118,810,762","-3.5%","$132,848,455","-4.9%",114,"Black Panther","-","-","-",11,"false",2018
"915","$123,134,923","-8.3%","$139,696,317","-6.3%",112,"Black Panther","-","-","-",10,"false",2018
"916","$134,280,505","-24.2%","$149,122,522","-23.8%",115,"Black Panther","-","-","-",9,"false",2018
"917","$177,068,935","-33.8%","$195,707,999","-31.8%",110,"Black Panther","-","-","-",8,"false",2018
"918","$323,004,490","+107.3%","$346,075,601","+90.5%",91,"Black Panther","-","-","-",7,"true",2018
"919","$267,360,455","+134.9%","$286,751,803","+102.7%",102,"Black Panther","-","-","-",7,"false",2018
"920","$113,834,248","+73.2%","$141,457,633","+48.9%",105,"Fifty Shades Freed","-","-","-",6,"false",2018
"921","$65,718,354","-35.9%","$94,988,230","-33.6%",102,"Jumanji: Welcome to the Jungle","-","-","-",5,"false",2018
"922","$102,483,376","-1.6%","$142,985,855","+5.4%",104,"Maze Runner: The Death Cure","-","-","-",4,"false",2018
"923","$104,176,178","-19.4%","$135,628,208","-14.8%",103,"Jumanji: Welcome to the Jungle","-","-","-",3,"false",2018
"924","$158,634,790","+7.4%","$195,812,771","+5.7%",76,"Jumanji: Welcome to the Jungle","-","-","-",2,"true",2018
"925","$129,325,213","-10.3%","$159,135,848","-3.9%",95,"Jumanji: Welcome to the Jungle","-","-","-",2,"false",2018
"926","$144,171,701","-16.8%","$165,531,482","-14.7%",89,"Jumanji: Welcome to the Jungle","-","-","-",1,"false",2018
"927","$186,795,018","-23.2%","$197,191,326","-20.4%",73,"Star Wars: Episode IX - The Rise of Skywalker","-","-","-",52,"false",2019
"928","$243,217,105","+120.2%","$247,812,806","+110.3%",72,"Star Wars: Episode IX - The Rise of Skywalker","-","-","-",51,"false",2019
"929","$110,431,501","+38.5%","$117,816,850","+30.4%",100,"Jumanji: The Next Level","-","-","-",50,"false",2019
"930","$79,725,257","-24.9%","$90,326,095","-24.5%",87,"Frozen II","-","-","-",49,"true",2019
"931","$167,269,352","-17.9%","$180,855,568","-16.5%",90,"Frozen II","-","-","-",48,"true",2019
"932","$200,267,197","-17.9%","$215,904,496","-16.3%",55,"Frozen II","-","-","-",48,"true",2019
"933","$243,818,963","-18.4%","$262,286,436","-16.7%",59,"Frozen II","-","-","-",48,"true",2019
"934","$190,145,821","+112.2%","$204,914,094","+87.7%",100,"Frozen II","-","-","-",47,"false",2019
"935","$89,599,064","-10.8%","$109,188,015","-10%",99,"Ford v Ferrari","-","-","-",46,"false",2019
"936","$100,490,654","+1.2%","$121,321,449","+5.1%",97,"Midway","-","-","-",45,"false",2019
"937","$99,329,393","+8.6%","$115,484,817","+7.4%",90,"Terminator: Dark Fate","-","-","-",44,"false",2019
"938","$91,497,737","-29.5%","$107,575,317","-21.9%",113,"Maleficent: Mistress of Evil","-","-","-",43,"false",2019
"939","$129,825,817","-2.3%","$137,738,327","-2.5%",112,"Maleficent: Mistress of Evil","-","-","-",42,"false",2019
"940","$132,906,213","-6.9%","$141,314,393","-6.1%",101,"Joker","-","-","-",41,"false",2019
"941","$152,832,766","-20.9%","$161,052,554","-20.8%",59,"Joker","-","-","-",41,"true",2019
"942","$142,713,298","+71.2%","$150,560,443","+59.3%",108,"Joker","-","-","-",40,"false",2019
"943","$83,354,126","-26.5%","$94,527,126","-23.4%",111,"Abominable","-","-","-",39,"false",2019
"944","$113,373,910","+16.8%","$123,431,530","+11.4%",106,"Downton Abbey","-","-","-",38,"false",2019
"945","$97,031,904","-21.4%","$110,793,853","-20%",106,"It Chapter Two","-","-","-",37,"false",2019
"946","$123,496,912","+93.2%","$138,423,527","+51%",92,"It Chapter Two","-","-","-",36,"false",2019
"947","$84,263,777","-12.5%","$120,764,144","-6.6%",82,"Angel Has Fallen","-","-","-",35,"true",2019
"948","$63,928,598","-27.3%","$91,695,023","-15.7%",99,"Angel Has Fallen","-","-","-",35,"false",2019
"949","$87,899,112","-13.7%","$108,764,687","-9.6%",98,"Angel Has Fallen","-","-","-",34,"false",2019
"950","$101,857,634","-16%","$120,307,107","-8.9%",101,"Good Boys","-","-","-",33,"false",2019
"951","$121,235,199","-15.7%","$132,104,260","-11.3%",92,"Fast & Furious Presents: Hobbs & Shaw","-","-","-",32,"false",2019
"952","$143,893,312","-7.5%","$148,998,871","-8.5%",97,"Fast & Furious Presents: Hobbs & Shaw","-","-","-",31,"false",2019
"953","$155,622,904","-38.6%","$162,868,014","-38.3%",97,"The Lion King","-","-","-",30,"false",2019
"954","$253,574,574","+122.2%","$263,882,516","+107.9%",102,"The Lion King","-","-","-",29,"false",2019
"955","$114,124,922","-34.5%","$126,932,873","-30.9%",103,"Spider-Man: Far from Home","-","-","-",28,"false",2019
"956","$174,209,668","+25.5%","$183,814,074","+21.1%",96,"Spider-Man: Far from Home","-","-","-",27,"false",2019
"957","$138,825,078","-26.9%","$151,841,304","-25.5%",96,"Toy Story 4","-","-","-",26,"false",2019
"958","$189,899,923","+53.6%","$203,833,169","+50%",102,"Toy Story 4","-","-","-",25,"false",2019
"959","$123,601,448","-21.9%","$135,914,033","-18%",100,"Men in Black: International","-","-","-",24,"false",2019
"960","$158,327,825","-5.5%","$165,733,750","-4.8%",101,"The Secret Life of Pets 2","-","-","-",23,"false",2019
"961","$167,597,113","-3.2%","$174,090,953","-3.9%",106,"Godzilla: King of the Monsters","-","-","-",22,"false",2019
"962","$220,383,863","+1%","$230,819,376","+1.7%",97,"Aladdin","-","-","-",21,"true",2019
"963","$173,109,025","+23.7%","$181,249,523","+22.2%",106,"Aladdin","-","-","-",21,"false",2019
"964","$139,901,024","-12.7%","$148,365,208","-11.8%",115,"John Wick: Chapter 3 - Parabellum","-","-","-",20,"false",2019
"965","$160,271,263","-17.3%","$168,253,370","-15.8%",113,"Avengers: Endgame","-","-","-",19,"false",2019
"966","$193,910,218","-51.1%","$199,858,498","-50.3%",113,"Avengers: Endgame","-","-","-",18,"false",2019
"967","$396,469,872","+316.1%","$402,087,399","+268.2%",114,"Avengers: Endgame","-","-","-",17,"false",2019
"968","$106,099,675","-18.9%","$121,560,823","-21.5%",74,"The Curse of La Llorona","-","-","-",16,"true",2019
"969","$95,279,443","-5.1%","$109,192,341","-1.8%",122,"The Curse of La Llorona","-","-","-",16,"false",2019
"970","$100,437,182","-27.2%","$111,173,940","-24.3%",119,"Shazam!","-","-","-",15,"false",2019
"971","$137,908,217","+6.5%","$146,937,939","+6.6%",117,"Shazam!","-","-","-",14,"false",2019
"972","$129,484,146","-7%","$137,830,324","-7.4%",120,"Dumbo","-","-","-",13,"false",2019
"973","$139,284,316","+10.2%","$148,803,456","+6.4%",117,"Us","-","-","-",12,"false",2019
"974","$126,418,468","-36.2%","$139,804,590","-33.6%",122,"Captain Marvel","-","-","-",11,"false",2019
"975","$198,063,125","+109.9%","$210,564,349","+81.6%",107,"Captain Marvel","-","-","-",10,"false",2019
"976","$94,364,496","-14.7%","$115,976,518","-9.4%",115,"How to Train Your Dragon: The Hidden World","-","-","-",9,"false",2019
"977","$110,669,509","+5.2%","$127,999,939","+1.4%",88,"How to Train Your Dragon: The Hidden World","-","-","-",8,"false",2019
"978","$105,197,571","+10.7%","$126,265,201","+9%",102,"Alita: Battle Angel","-","-","-",7,"false",2019
"979","$126,415,385","-60.9%","$152,447,001","-55.9%",86,"Alita: Battle Angel","-","-","-",7,"true",2019
"980","$95,027,517","+82.4%","$115,811,896","+57.6%",93,"The Lego Movie 2: The Second Part","-","-","-",6,"false",2019
"981","$52,087,190","-29.4%","$73,462,968","-29%",85,"Glass","-","-","-",5,"false",2019
"982","$73,819,238","-32.6%","$103,503,701","-20.2%",82,"Glass","-","-","-",4,"false",2019
"983","$134,433,589","-15.3%","$162,367,073","-17.1%",69,"Glass","-","-","-",3,"true",2019
"984","$109,523,159","+13.2%","$129,779,595","+8.5%",78,"Glass","-","-","-",3,"false",2019
"985","$96,775,974","-18.7%","$119,640,159","-13.8%",86,"The Upside","-","-","-",2,"false",2019
"986","$119,007,739","-28.2%","$138,872,261","-26.2%",89,"Aquaman","-","-","-",1,"false",2019
"987","$23,780,363","+253.4%","$24,226,397","+217.7%",34,"Wonder Woman 1984","-","-","-",52,"false",2020
"988","$6,729,235","+20.2%","$7,625,545","+13.8%",41,"Monster Hunter","-","-","-",51,"false",2020
"989","$5,596,422","-24.7%","$6,701,727","-20.2%",38,"The Croods: A New Age","-","-","-",50,"false",2020
"990","$7,435,065","-90.7%","$8,397,393","-90.7%",41,"The Croods: A New Age","-","-","-",49,"true",2020
"991","$13,230,347","-92.1%","$14,152,936","-92.2%",41,"The Croods: A New Age","-","-","-",48,"true",2020
"992","$16,639,253","-91.7%","$17,660,248","-91.8%",29,"The Croods: A New Age","-","-","-",48,"true",2020
"993","$19,086,132","-92.2%","$20,251,599","-92.3%",36,"The Croods: A New Age","-","-","-",48,"true",2020
"994","$5,383,632","-47.9%","$6,407,571","-43.7%",46,"Freaky","-","-","-",47,"false",2020
